Discovery Method,Equilibrium Temperature [K],Discovery Year,Planet Radius [Earth Radius],Insolation Flux [Earth Flux],Eccentricity,Controversial Flag,Planet Mass [Earth Mass],Orbital Period [days],Orbit Semi-Major Axis [au],Planet Name
Orbital Brightness Modulation,1627.366708267416,2019,9.02870334420752,1123.6682318000671,0.0786544861300487,0,7814.147713708898,382.92758685089694,69.24948830680968,tau 8901 a
Eclipse Timing Variations,870.5526573029449,2020,13.095414504290968,1280.269619326496,0.0329866331250337,0,9557.072089343914,133.0262787985411,105.01579446364146,tau 8901 b
Eclipse Timing Variations,835.6809946158806,2018,19.67128068934779,1538.8602417659072,0.0411593187021687,0,2792.960449873984,404.7343535629409,49.13895821477708,tau 8901 c
Orbital Brightness Modulation,739.7585567787062,2018,13.613486325948658,1206.861438660556,0.1058932153650462,0,2510.9761018115946,469.4600122750223,116.88793147002984,tau 8901 d
Eclipse Timing Variations,1515.8814337493252,2019,14.417603047631868,475.1575864981753,0.035187845938491,0,6380.153959489953,296.123496276488,122.68978149868396,tau 8901 e
Transit,2103.739977758336,2018,8.238808406814027,918.066708560168,0.0105925749134385,1,6726.026891404184,671.3347494268314,60.39257369516461,ups 5631 1
Radial Velocity,1447.9094980630437,2015,10.308100440302994,446.76308905789074,0.0571867579372195,0,4157.296467126096,528.8005528877343,54.486685408853695,ups 5631 2
Microlensing,576.8795906896484,2017,10.550244264637437,1805.8196552964976,0.053035546964508,0,10629.868993462514,244.56103414871328,94.47590520578775,ups 5631 3
Transit Timing Variations,1183.4309032478636,2015,16.373544179183952,463.98660464176567,0.0492287665261775,0,5191.139546574578,1083.5006737512738,186.9252795604509,ups 5631 4
Disk Kinematics,832.3862564332555,2018,25.655040707886563,297.6149922173116,0.0688317909732026,0,1065.7054332672217,21.48111142583525,105.49261520819532,ups 5631 5
Pulsation Timing Variations,832.6091902156386,2017,2.2116033423066472,1354.2790140004656,0.0553694498888634,0,9085.29352349159,667.2959379049131,138.6900289650046,BD-4520 a
Radial Velocity,2057.87875703548,2017,17.027598079135718,1474.0985773431669,0.0200301237330273,0,3562.328649370217,939.6183599782432,217.77048611211376,BD-4520 b
Imaging,1888.372343956296,2021,8.092198363791256,597.6759966807199,0.0423622040077874,0,6625.387851286039,945.280575047954,44.24052351016679,BD-4520 c
Astrometry,645.3055523534354,2021,24.559936576515724,137.3505319968657,0.0457732637654369,1,1554.904583103067,625.5812496398429,218.35363844511863,BD-4520 d
Pulsation Timing Variations,836.2983772460518,2019,8.254413851073016,1912.119962534424,0.0768371491265686,1,3622.5645166750846,828.7935649078163,87.40466819051801,BD-4520 e
Transit Timing Variations,1278.8321141371107,2013,18.871904414010903,1990.098699938388,0.0818370644077759,1,4963.819394206345,637.815733370103,159.7189024234466,ups 3862 a
Eclipse Timing Variations,1327.5796132162354,2021,21.83550616742863,1822.0041132419187,0.0532016902499432,0,4124.830616168608,504.3605153413533,113.1022330554334,ups 3862 b
Imaging,305.3393662866242,2019,5.508175552375159,2280.647519610108,0.0621155176941293,0,6472.933813493686,144.7968786348806,55.19355541025012,ups 3862 c
Pulsation Timing Variations,1439.8763645491665,2017,14.53424412499112,241.21593987729116,0.0385429337379089,0,3903.7046432272846,196.58399415748363,1.0505565635293408,ups 3862 d
Pulsation Timing Variations,413.03909938017534,2014,13.132159214298538,2306.3169963265264,0.0388786683232371,0,6997.380423969258,606.3700200743054,14.34665056352668,ups 3862 e
Astrometry,1128.8086859208004,2019,2.2207119075168134,1762.9587960691647,0.0469386104898778,1,4366.972419708455,843.7364486385975,86.29565490198425,ups-1984 a
Pulsation Timing Variations,865.0717843799977,2021,18.01877186264766,1681.068532341049,0.0309197074596384,1,5134.801005262624,313.1041240782567,101.34955965831128,ups-1984 b
Microlensing,1403.249036277802,2022,12.62294668717582,1784.519717598574,0.0056763985879815,0,350.74729461844527,196.3211512926942,1.721469678457595,ups-1984 c
Transit,1841.0613735353677,2018,15.77032426333391,124.2079303994368,0.0749609710212899,0,2687.5028888388265,636.1468698976441,10.594478740186643,ups-1984 d
Eclipse Timing Variations,1943.1860913475596,2019,15.926147174887005,1126.463294975455,0.0961697676981408,1,10194.222235496967,487.1466536355436,216.5349302187044,ups-1984 e
Eclipse Timing Variations,623.0015489816101,2017,6.57212435866196,728.4280481814794,0.0061674777121296,0,4512.225120364963,165.34039341263065,76.76098266352386,mu2-7074 a
Transit Timing Variations,1685.1542843079037,2014,5.700370069186941,936.9248939060552,0.0604282758240945,0,5953.668750811527,170.48690535892797,74.21187964420753,mu2-7074 b
Radial Velocity,1477.759181256614,2021,7.130966377212517,957.4183439892188,0.0363554715114238,0,11805.247613376698,451.2692998534942,28.39192038025025,mu2-7074 c
Orbital Brightness Modulation,235.51807622318165,2016,15.830533271410754,1133.8234960159753,0.0880216586113394,0,6188.711231164443,740.0551486876084,178.42883247193444,mu2-7074 d
Pulsar Timing,996.295983229614,2016,14.95622227290639,621.7772449620004,0.0425633382289908,0,5791.91564893712,503.61830778091473,92.07631105820003,mu2-7074 e
Eclipse Timing Variations,1542.8330525964204,2018,6.235362792611722,847.3760341959372,0.0244673551722777,0,7533.653305826609,528.8935996123373,166.37331253455466,bet 5463 a
Pulsar Timing,1679.4731381714728,2017,10.55522301775076,1006.078606728586,0.0670734951724825,0,4583.569252993657,294.38834397901303,81.50880385040433,bet 5463 b
Transit Timing Variations,343.17596601051844,2019,1.766093588336398,893.2010832613628,0.0577975283338188,1,3553.3906845533065,802.199915266448,105.68302734647524,bet 5463 c
