Stellar Mass [Solar mass],Stellar Age [Gyr],Stellar Radius [Solar Radius],Stellar Effective Temperature [K],Spectral Type,Star Name,Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)]
3.8977782755808494,6.4997135188883,34.46116518329263,4438.323373301784,K8,kap 33,-1.623501496298397,4.01616655407443
3.182315449673577,11.838044740987906,29.451943770479208,3729.119242249063,B5.75III-W3III,nu 6524,-1.291917604445309,4.8424070746550125
1.6061885524148614,8.214142034623363,24.20051302567516,7322.549351875556,A0.75IV,EPIC 1091,-0.5254212006586637,1.601457547789617
3.409261205501264,6.395970866456061,41.15840498522698,2178.7706237564294,B2.75/D1.5I,2MASS-3189,-2.2460285160735576,5.375880755685964
2.959037585925199,0.4974581280033598,31.011342591625024,8233.528247646795,L9.25IV-T4VI,BD 8169,-2.038054201233952,5.622428010625219
1.6868024603973673,1.5947712851840825,6.274336834174552,8313.724115468503,T6.75VI,Kepler-1023,0.7210405960384669,4.996623285546792
2.5007139076893594,2.496616816650838,31.369856449403077,7242.2794491084605,A6,EPIC-4506,-1.0561643913366234,1.880880805045504
3.162661278808899,13.807151244298948,21.67994748223817,1823.9976524134408,A6,TOI-195,0.9070426115851956,6.471278264965473
0.6621228844832241,7.354492711969599,28.36032009344102,5226.686515969963,L9.25IV-V,2MASS 6992,2.521221647179847,2.624727858522502
2.38774725280966,12.823272129053908,6.105387086340119,5308.911707020527,M6.75IV,TOI 50,-2.3802218857283584,2.811920981707177
2.535390955818136,6.1112509544447615,24.7965939698722,6357.566878625774,W2VI,WASP 37667,-0.2673510393191552,4.850290885929113
4.728446576306215,6.84469909494489,20.51526978854837,6944.254828868718,F5,ups-8747,1.005729270799506,1.3804743309463994
2.0534958952737634,7.127508744579507,24.057119378196703,3155.5225215489822,L1.5VI,DP-7819,0.7104336599927616,3.818437681329458
2.3991383517504774,9.63444512242276,49.67337456377224,3511.203301543532,L7.5VI,gam1-5070,-0.675876224666347,5.626025208596637
0.0730224666493999,8.162647260288125,41.53978673252934,5211.04188232581,T9.75II,gam1-713,-0.5387782688535467,2.9644480890738425
4.058212910072413,7.919013400822418,40.92177420768432,2842.4223758277312,L6.75III-III,psi1-996,-1.6887722593811856,5.237117899751186
5.06722749641121,5.472420817295983,5.2810493187309255,6920.319526452741,T0II,omi 5482,-0.9619319307788764,1.3214752641948002
3.991540914958161,2.655455126031645,42.95371347698452,5648.363197323089,B2.75/D1.5I,DP-6938,0.2213039474671195,3.1004165773644328
4.172503312045653,7.108284571553157,23.114070744940733,6333.149734196588,L9VI,gam1-892,0.0086227012045229,3.5263316709457504
1.1584888949685967,5.554761529786219,52.548731973583685,7337.783319808272,L1.25IV,alf 7335,-0.0897295184583338,1.806866802497988
2.597218377523965,3.935370663365958,34.53406288498202,4352.39767996754,M3III,ome-9071,-2.0630104720296027,3.801037982713174
3.290404206269708,5.529412601982806,45.89445366450367,4206.53822293559,G8.25IV-K9.5II,ome 885,-2.1344234770404373,0.7648399870546849
3.3712707383126244,3.2899604133701685,36.67578945472816,3950.4965385021023,G8.25IV,rho-5624,-1.3039643170069837,6.102877430308625
3.385045866632384,12.082967169120543,20.12280614310924,2687.836366510936,F3.75VI,2MASS 4878,-0.7931385689676975,3.5264748416019884
2.3823538047846005,10.565392224073284,26.584600974461928,4215.39188597147,M3.25IV,2MASS-4253,-0.7800830489559436,3.688920965276607
2.352728711540473,1.0915126685934728,38.63604811170279,2726.4277911540307,B4.5V,mu-7126,-1.0241030787705914,2.324258021509314
4.848427387606874,7.758934616855751,33.09826727768582,5437.781420569692,L0.25III,bet 5422,-2.167565164092989,4.416684608257884
2.136851645840747,2.3257210994052366,32.0977806307344,5078.217445297329,B5.75II,iot-1530,-2.7651975216544407,3.401706049465808
3.1077035921913607,11.04915250156984,20.033201635204524,4374.788791560789,GII,iot 8280,1.5275354215966808,4.064105459108
2.9638539366339214,10.415911968268002,44.68173775633056,1335.938281411277,G5.5,mu2 5971,1.2452638312078042,4.306942068532803
1.6357794354124042,9.476275710394628,15.023402246464928,4412.503800293158,GII-IV,rho 1091,-0.3709248379138247,4.750264533841337
